customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,categoria_nps,log_order_value,log_discount_value,houve_recompra_30d
537,38,Sul,118,50537,44.509999999999998,2,19.239999999999998,7,8,2,43.359999999999999,1,1,6,3.8999999999999999,0,3,3.7000000000000002,detrator,3.8179320820285505,3.0076608444192647,0
538,69,Sul,50,50538,232.40000000000001,1,14.26,2,4,1,38.299999999999997,3,1,8,8.1999999999999993,1,2,3.2999999999999998,neutro,5.4527537198524554,2.7252350258563109,1
539,69,Centro-Oeste,58,50539,95.549999999999997,2,0.70999999999999996,1,3,1,36.32,1,2,2,5.2000000000000002,0,6,5.2000000000000002,detrator,4.5700610088745233,0.53649337051456847,0
540,27,Centro-Oeste,9,50540,881.32000000000005,5,8.5999999999999996,10,5,4,45.780000000000001,1,2,3,5.5999999999999996,0,5,2,detrator,6.7825548019978914,2.2617630984737906,0
541,67,Centro-Oeste,43,50541,874.09000000000003,3,4.7000000000000002,7,2,0,30.5,1,1,8,5.5,0,2,3.3999999999999999,detrator,6.7743267382110384,1.7404661748405044,0
542,26,Norte,73,50542,374.93000000000001,3,54.229999999999997,1,7,5,37.950000000000003,1,1,11,1.7,0,6,0,detrator,5.929402955845303,4.0115062839130964,0
543,18,Sul,99,50543,132.19,5,23.5,3,7,2,38.18,2,2,9,2.5,0,6,0,detrator,4.8917766802129394,3.1986731175506815,0
544,51,Norte,11,50544,198.34999999999999,2,24.649999999999999,6,11,4,48.140000000000001,2,1,7,3.5,0,3,0.29999999999999999,detrator,5.2950620738273644,3.2445435716167785,0
545,48,Sul,66,50545,399.94,3,12.48,7,4,0,32.299999999999997,1,2,0,4,0,3,7.5,detrator,5.9938117901763297,2.601207105484161,0
546,38,Nordeste,94,50546,337.17000000000002,4,4.4699999999999998,2,10,1,56.280000000000001,3,3,4,4.2999999999999998,0,5,3.1000000000000001,detrator,5.8235487276216285,1.6992786164338898,0
547,41,Nordeste,101,50547,187.27000000000001,2,10.619999999999999,5,6,2,37.770000000000003,1,1,9,3.2999999999999998,0,4,1.6000000000000001,detrator,5.2378771027366202,2.4527277514237653,0
548,36,Sudeste,115,50548,437.81999999999999,2,37.850000000000001,8,6,3,55.640000000000001,3,0,3,4.7000000000000002,0,2,3.5,detrator,6.0840893062138042,3.6597080768136565,0
549,65,Sul,42,50549,325.38999999999999,2,23.91,4,4,0,31.52,1,0,11,6,0,1,3.5,detrator,5.7880929853657195,3.215269329274089,0
550,38,Sul,112,50550,697.48000000000002,3,25.550000000000001,6,14,2,16.68,1,2,11,0.59999999999999998,0,4,0,detrator,6.5489065455025521,3.279029747687948,0
551,42,Centro-Oeste,51,50551,711.65999999999997,5,61.100000000000001,5,7,4,30.140000000000001,3,1,6,5.2000000000000002,0,4,0.80000000000000004,detrator,6.5690044483361767,4.1287459889394329,0
552,37,Sudeste,49,50552,721.40999999999997,6,9.4299999999999997,7,2,2,63.280000000000001,1,1,10,3.3999999999999999,0,4,1.3,detrator,6.5825928447533668,2.3446862690126808,0
553,43,Nordeste,53,50553,101,5,12.18,2,14,2,40.280000000000001,2,1,9,4.0999999999999996,0,5,1.8,detrator,4.6249728132842707,2.5787005290743612,0
554,24,Nordeste,118,50554,123.01000000000001,5,73.359999999999999,9,14,2,42.619999999999997,2,0,5,5.7999999999999998,0,3,3.7999999999999998,detrator,4.8203622075146813,4.3089181628532431,0
555,20,Norte,61,50555,370.20999999999998,3,24.93,10,7,1,41.490000000000002,3,2,2,8.9000000000000004,1,5,6.2999999999999998,neutro,5.9167679402043518,3.255400599550573,1
556,57,Nordeste,90,50556,122.34,4,44,6,6,2,25.190000000000001,2,1,6,6.0999999999999996,0,3,2.8999999999999999,detrator,4.8149447695633469,3.8066624897703196,0
557,65,Norte,57,50557,540.54999999999995,2,22.890000000000001,9,9,1,48.240000000000002,3,1,7,4.2999999999999998,0,3,4,detrator,6.2944353982817463,3.1734599613377181,0
558,25,Norte,105,50558,240.44999999999999,2,48,4,14,1,37.369999999999997,3,0,6,5.5,0,5,4.7000000000000002,detrator,5.4866624123195509,3.8918202981106265,0
559,47,Norte,76,50559,1183.03,2,13.32,2,4,3,25.100000000000001,3,1,1,2.7000000000000002,0,4,4.7999999999999998,detrator,7.0766791529607911,2.6616571615324998,0
560,28,Nordeste,42,50560,140.84,2,78.200000000000003,11,5,1,38.299999999999997,3,3,0,7.2999999999999998,0,6,5.2999999999999998,neutro,4.9546996617659529,4.3719762988203801,0
561,25,Sul,23,50561,338.87,3,12.58,8,13,2,20.359999999999999,2,1,2,4.5999999999999996,0,3,6,detrator,5.8285631915535072,2.6085981221305499,0
562,54,Centro-Oeste,33,50562,237.49000000000001,4,58.240000000000002,7,13,3,50.090000000000003,3,2,9,3.5,0,5,0,detrator,5.4743273807281883,4.081596989399598,0
563,34,Centro-Oeste,111,50563,393.63,5,24.649999999999999,9,5,4,43.960000000000001,3,2,0,3.2000000000000002,0,8,4.5,detrator,5.9779486170544613,3.2445435716167785,0
564,25,Norte,39,50564,1013.75,1,47.75,10,8,2,14.48,1,1,1,6.2999999999999998,0,2,6.5,detrator,6.9223975557190069,3.886705197443856,0
565,64,Sul,58,50565,587.45000000000005,4,100.47,7,14,3,30.050000000000001,1,1,1,4.5999999999999996,0,4,5.7999999999999998,detrator,6.3774919613236714,4.6197631882909915,0
566,61,Sudeste,38,50566,447.5,5,24.809999999999999,6,7,2,44.850000000000001,3,2,4,4.9000000000000004,0,5,3.2999999999999998,detrator,6.1059086814988506,3.2507620137305224,0
567,47,Nordeste,18,50567,463.70999999999998,3,9.8900000000000006,4,5,0,17.210000000000001,3,1,7,5.9000000000000004,0,3,4.2000000000000002,detrator,6.1414135551191338,2.3878449369448691,0
568,60,Nordeste,89,50568,461.82999999999998,2,14.02,7,6,3,29.260000000000002,1,6,4,0,0,8,0,detrator,6.1373598160362448,2.7093826463359885,0
569,60,Centro-Oeste,97,50569,470.16000000000003,6,40.43,11,10,3,54.07,1,1,0,5.7999999999999998,0,5,6.5,detrator,6.1551977390905837,3.7240052560893107,0
570,33,Norte,108,50570,802.92999999999995,1,7.0099999999999998,8,7,1,30.57,2,2,3,6.9000000000000004,0,5,5.7000000000000002,detrator,6.6895122007120005,2.0806907610802678,0
571,21,Sul,94,50571,376.56,4,32.82,9,12,0,25.850000000000001,2,0,11,8.8000000000000007,1,0,2.2999999999999998,neutro,5.9337294964567437,3.5210523434704344,1
572,38,Sul,50,50572,755.61000000000001,1,10.68,9,3,2,37.909999999999997,2,3,11,0,0,5,0,detrator,6.6288479291351114,2.4578779774000807,0
573,67,Nordeste,40,50573,201.55000000000001,4,7.0499999999999998,11,7,1,34.899999999999999,1,0,0,6.0999999999999996,0,3,8,detrator,5.3109867696486992,2.0856720914304718,0
574,51,Sul,75,50574,429.31,4,50.380000000000003,6,12,1,40.030000000000001,1,1,11,5,0,3,1.3999999999999999,detrator,6.0645058791747974,3.9392489916817377,0
575,57,Sul,119,50575,234.33000000000001,4,2,7,9,4,17.68,3,1,3,6.7999999999999998,0,4,2.8999999999999999,detrator,5.4609887844188689,1.0986122886681096,0
576,52,Nordeste,70,50576,70.010000000000005,1,29.140000000000001,11,12,0,44.009999999999998,2,2,4,6.7999999999999998,0,3,5,detrator,4.262820712194002,3.4058531931983493,0
577,30,Sul,106,50577,34.270000000000003,5,0.97999999999999998,2,14,1,28.059999999999999,3,1,10,5.5999999999999996,0,3,1.7,detrator,3.5630327442479608,0.68309684470644383,0
578,60,Sul,74,50578,511.22000000000003,6,12.99,11,8,1,47.68,2,0,10,6.2000000000000002,0,1,1.7,detrator,6.2387542202502697,2.6383427886773898,0
579,44,Centro-Oeste,67,50579,237.97,4,8.3900000000000006,6,14,3,30.489999999999998,2,1,2,6.2000000000000002,0,5,4.7999999999999998,detrator,5.4763380210402861,2.2396452932201716,0
580,25,Nordeste,58,50580,288.81,4,29.890000000000001,6,9,0,44,1,2,5,5,0,4,4,detrator,5.6692255358474899,3.4304325069304902,0
581,58,Norte,46,50581,88.140000000000001,5,32.399999999999999,1,14,1,37.579999999999998,1,4,9,4.4000000000000004,0,8,0.5,detrator,4.4902081675184098,3.5085558999826545,0
582,59,Norte,92,50582,797.76999999999998,1,27.190000000000001,6,9,4,44.07,1,0,1,3.8999999999999999,0,3,5.2000000000000002,detrator,6.683073044501902,3.3389673051260211,0
583,46,Centro-Oeste,104,50583,151.80000000000001,5,17.690000000000001,6,3,0,51.329999999999998,2,3,0,6.4000000000000004,0,5,6.9000000000000004,detrator,5.0291298767324202,2.9279886214674717,0
584,33,Nordeste,46,50584,439.41000000000003,4,0.94999999999999996,2,2,1,16.949999999999999,3,3,11,4.2999999999999998,0,6,0,detrator,6.0877061112210695,0.66782937257565544,0
585,60,Centro-Oeste,99,50585,670.5,5,14.19,7,12,4,27.370000000000001,3,2,1,0,0,4,2.8999999999999999,detrator,6.5095140159632923,2.7206373166076814,0
586,63,Norte,66,50586,545.98000000000002,5,18.219999999999999,2,2,2,42.399999999999999,3,2,8,6.4000000000000004,0,3,1.6000000000000001,detrator,6.3044122386822377,2.9559514035421461,0
587,22,Nordeste,17,50587,629.21000000000004,3,4.5300000000000002,7,8,4,41.619999999999997,2,2,1,4.0999999999999996,0,4,3.2999999999999998,detrator,6.4460530971756986,1.7101878155342436,0
588,54,Nordeste,68,50588,1060.8499999999999,6,9.4100000000000001,6,7,1,40.869999999999997,3,3,1,7.9000000000000004,0,5,5.2999999999999998,neutro,6.9677679488883077,2.3427668826268775,0
589,57,Centro-Oeste,41,50589,302.19,2,5.25,5,6,3,55.060000000000002,1,1,2,3,0,3,5.7000000000000002,detrator,5.7143596716939706,1.8325814637483102,0
590,57,Nordeste,116,50590,149.03999999999999,3,5.2699999999999996,10,11,0,24.780000000000001,2,0,11,5.5,0,2,2.7999999999999998,detrator,5.0109019252136866,1.8357763546448291,0
591,59,Nordeste,59,50591,578.24000000000001,4,17.710000000000001,11,5,0,35.579999999999998,3,3,8,6.5999999999999996,0,5,1.8,detrator,6.3617168994604016,2.9290581402859983,0
592,27,Sul,99,50592,107.11,1,52.640000000000001,2,10,3,44.490000000000002,1,1,7,6.0999999999999996,0,3,0.59999999999999998,detrator,4.6831492273046802,3.9822950584134778,0
593,32,Norte,112,50593,572.29999999999995,4,21.25,8,10,4,36.759999999999998,2,2,2,3.8999999999999999,0,5,1.7,detrator,6.3514091399143373,3.1023420086122493,0
594,38,Sudeste,11,50594,344.19,4,113.73,5,10,1,56.659999999999997,1,3,11,2,0,7,0,detrator,5.8440949900758827,4.7425815418110515,0
595,51,Centro-Oeste,53,50595,409.76999999999998,6,8.2300000000000004,3,5,5,43.93,2,1,10,0.20000000000000001,0,3,0,detrator,6.0180334471501267,2.2224590485147608,0
596,39,Sul,35,50596,544.90999999999997,1,17.710000000000001,8,11,5,60.579999999999998,3,4,6,0,0,9,0,detrator,6.3024541269932612,2.9290581402859983,0
597,39,Nordeste,6,50597,355.75,5,26.100000000000001,8,11,4,33.539999999999999,3,0,3,3.2999999999999998,0,5,3.2999999999999998,detrator,5.8770352563569457,3.2995337278856551,0
598,26,Sudeste,3,50598,255.94999999999999,4,58.469999999999999,5,12,2,38.369999999999997,3,1,4,4.2000000000000002,0,4,5.0999999999999996,detrator,5.5488815134382383,4.0854719837185023,0
599,43,Nordeste,41,50599,984.66999999999996,1,9.2300000000000004,9,7,2,47.729999999999997,3,1,9,1.8,0,6,1.2,detrator,6.8933216129845336,2.3253245799635351,0
600,30,Sudeste,115,50600,446.05000000000001,1,8.7200000000000006,5,13,3,10.23,3,2,2,3.3999999999999999,0,5,3.3999999999999999,detrator,6.1026704451813272,2.2741856184723477,0
601,35,Centro-Oeste,11,50601,615.63999999999999,4,8.6600000000000001,4,3,2,26.440000000000001,3,1,11,1.6000000000000001,0,3,0,detrator,6.4242853852260016,2.2679936482244267,0
602,18,Centro-Oeste,84,50602,279.64999999999998,6,15.359999999999999,8,8,3,19.07,1,0,3,4.9000000000000004,0,3,5,detrator,5.6371083413882079,2.7948393311746011,0
603,40,Nordeste,49,50603,253.74000000000001,4,16.219999999999999,6,12,5,24.609999999999999,3,1,11,2.3999999999999999,0,3,0,detrator,5.5402434171616131,2.8460714989995846,0
604,50,Norte,70,50604,839.50999999999999,3,7.8099999999999996,9,10,1,33.859999999999999,1,0,9,5.4000000000000004,0,3,2.8999999999999999,detrator,6.7340088504578457,2.1758874399480881,0
605,64,Nordeste,61,50605,981.64999999999998,2,11.460000000000001,8,8,2,33.329999999999998,3,2,2,5.4000000000000004,0,4,4.4000000000000004,detrator,6.890253003845995,2.5225235133593071,0
606,48,Sudeste,13,50606,522.51999999999998,5,22.670000000000002,10,4,1,23.649999999999999,3,0,0,10,1,2,9.1999999999999993,promotor,6.2605752339743272,3.1642084235258925,1
607,38,Sul,1,50607,555.58000000000004,6,11.69,10,11,1,41.859999999999999,1,0,10,0.20000000000000001,0,4,1.5,detrator,6.3218109159992046,2.5408142817262962,0
608,40,Norte,25,50608,140.08000000000001,3,34.020000000000003,6,9,3,46.82,3,2,9,0.40000000000000002,0,4,0,detrator,4.9493271053678516,3.5559193268577061,0
609,33,Sudeste,82,50609,393.87,6,88.010000000000005,3,12,4,42.82,2,0,5,3.7000000000000002,0,2,2.2999999999999998,detrator,5.9785565968071976,4.4887487229708398,0
610,44,Norte,48,50610,206.81,4,53.710000000000001,3,7,1,33.609999999999999,3,3,11,2.3999999999999999,0,7,0,detrator,5.336624200702623,4.0020465080757344,0
611,54,Norte,20,50611,496.11000000000001,6,101.13,9,11,6,29.640000000000001,1,2,4,2.1000000000000001,0,5,0.10000000000000001,detrator,6.2088113295750142,4.6262465115900078,0
612,55,Centro-Oeste,95,50612,579.13999999999999,1,42.460000000000001,9,6,1,30.620000000000001,2,2,8,7.7000000000000002,0,4,2.2000000000000002,neutro,6.363269453723511,3.7718409748282835,0
613,69,Norte,93,50613,683.91999999999996,1,11.75,11,5,1,46.890000000000001,2,1,2,5.4000000000000004,0,7,7.5999999999999996,detrator,6.5293020431207704,2.5455312716044354,0
614,31,Centro-Oeste,60,50614,366.06999999999999,6,14.83,3,3,3,33.670000000000002,2,3,10,1.3,0,6,0,detrator,5.9055525655616528,2.7619068738929209,0
615,54,Sul,70,50615,193.66,2,145.81,7,11,2,43.479999999999997,3,1,3,4.7000000000000002,0,3,4.5,detrator,5.2712544469983476,4.9891392337513691,0
616,64,Norte,3,50616,1204.8299999999999,6,0.93999999999999995,10,4,3,25.719999999999999,2,1,3,4.2000000000000002,0,4,4.2000000000000002,detrator,7.0949234054936943,0.66268797307523675,0
617,24,Sul,89,50617,1235.8299999999999,6,44.18,8,12,2,56.659999999999997,3,1,3,8.8000000000000007,1,4,4.9000000000000004,neutro,7.1203069336838718,3.8106545110398571,1
618,29,Nordeste,102,50618,297.68000000000001,4,55.259999999999998,7,12,2,55.299999999999997,2,1,4,2.2000000000000002,0,3,4,detrator,5.6993727661675013,4.029983803061711,0
619,45,Norte,26,50619,144.90000000000001,2,31.469999999999999,9,13,2,30.390000000000001,1,1,11,5.7999999999999998,0,4,0.59999999999999998,detrator,4.9829214555287402,3.4803165861147547,0
620,20,Norte,6,50620,809.00999999999999,6,30.300000000000001,3,14,3,45.600000000000001,1,1,7,5.2000000000000002,0,4,0.59999999999999998,detrator,6.69704659326929,3.4436180975461075,0
621,39,Sudeste,62,50621,143.56999999999999,5,75.760000000000005,6,2,2,52.090000000000003,2,1,11,2.6000000000000001,0,4,0,detrator,4.9737638193203511,4.3406836711394989,0
622,68,Nordeste,81,50622,319.76999999999998,2,130.87,2,12,4,20.620000000000001,2,3,11,2.1000000000000001,0,5,0,detrator,5.7707243554099694,4.8818165888196079,0
623,38,Norte,32,50623,584.25999999999999,4,197.06999999999999,11,3,3,30.050000000000001,2,0,0,6,0,2,5.9000000000000004,detrator,6.3720561929401232,5.2886205035691729,0
624,46,Nordeste,95,50624,203.81,6,27.649999999999999,7,5,2,26.609999999999999,2,0,3,4.9000000000000004,0,4,6,detrator,5.3220827200982983,3.3551534431607486,0
625,37,Nordeste,52,50625,409.61000000000001,3,2.29,4,9,1,20.850000000000001,3,2,1,6.2999999999999998,0,4,5.7999999999999998,detrator,6.0176438588912848,1.1908875647772805,0
626,20,Centro-Oeste,80,50626,445.99000000000001,4,1.4199999999999999,9,6,4,37.850000000000001,3,2,6,2.6000000000000001,0,4,0.80000000000000004,detrator,6.1025362229986726,0.88376754016859493,0
627,44,Norte,3,50627,296.05000000000001,5,29.129999999999999,11,2,3,36.82,3,1,7,5.5999999999999996,0,3,1.8999999999999999,detrator,5.6939004748017501,3.4055213531422099,0
628,38,Sudeste,52,50628,486.83999999999997,5,25.309999999999999,3,11,2,51.329999999999998,3,2,0,5.5,0,5,5.7999999999999998,detrator,6.1899874832399444,3.2699490950522012,0
629,58,Sul,2,50629,138.61000000000001,1,34.090000000000003,1,7,3,39.340000000000003,3,1,8,4.0999999999999996,0,6,0.20000000000000001,detrator,4.9388528210005571,3.5579161895951237,0
630,50,Norte,10,50630,345.44999999999999,5,37.840000000000003,3,12,2,32.450000000000003,1,2,3,6.5,0,5,3.7000000000000002,detrator,5.8477385080733901,3.6594506434231242,0
631,47,Centro-Oeste,52,50631,189.75999999999999,3,107.58,2,4,1,32.210000000000001,2,1,0,5.2999999999999998,0,5,7.5,detrator,5.2510160934300236,4.6874872284773046,0
632,65,Nordeste,50,50632,372.11000000000001,6,17.219999999999999,10,13,3,51.740000000000002,3,3,2,2.7000000000000002,0,6,2.7999999999999998,detrator,5.9218732823337596,2.9025198918318122,0
633,56,Norte,75,50633,152.22999999999999,2,0.44,8,8,0,41.719999999999999,2,3,8,5.5999999999999996,0,5,2,detrator,5.0319400605900846,0.36464311358790924,0
634,58,Sudeste,11,50634,71.390000000000001,4,4.1200000000000001,10,10,4,41.939999999999998,2,1,5,5.2000000000000002,0,4,2.3999999999999999,detrator,4.2820681683050497,1.6331544390514163,0
635,26,Sul,37,50635,253.83000000000001,3,17.239999999999998,2,11,1,25.93,2,1,10,6.2999999999999998,0,3,1.5,detrator,5.5405966561707221,2.9036169846461855,0
636,65,Centro-Oeste,8,50636,357.25,4,4.8300000000000001,10,12,2,41.409999999999997,3,3,11,1.7,0,6,0,detrator,5.8812310667082812,1.7630170003624011,0
637,55,Norte,68,50637,384.16000000000003,1,25.68,3,2,0,53.810000000000002,1,1,8,7.7999999999999998,0,3,3.7999999999999998,neutro,5.9536588323720832,3.2839142210474228,0
638,40,Norte,34,50638,289.92000000000002,1,33.729999999999997,10,12,3,26.190000000000001,3,1,0,4.5,0,4,5.2999999999999998,detrator,5.6730483152863398,3.5476038667559826,0
639,40,Norte,62,50639,298.61000000000001,2,10.01,11,7,1,38.649999999999999,1,2,10,7,0,3,0.5,neutro,5.7024816289231532,2.3988039507345884,0
640,18,Norte,5,50640,276.35000000000002,4,1.9199999999999999,4,10,2,38.630000000000003,1,1,2,5.0999999999999996,0,6,6.7999999999999998,detrator,5.6252802465012435,1.0715836162801904,0
641,38,Nordeste,19,50641,258.63,4,23.199999999999999,10,12,0,37.57,2,2,9,7.2000000000000002,0,2,3.2999999999999998,neutro,5.5592575405568123,3.1863526331626408,0
642,49,Norte,78,50642,829.67999999999995,3,29.030000000000001,8,13,2,47.229999999999997,1,0,4,7.2999999999999998,0,1,6.0999999999999996,neutro,6.7222446424747782,3.4021968819952391,0
643,62,Nordeste,112,50643,470.04000000000002,6,72.189999999999998,2,9,1,34.200000000000003,1,1,8,5.5999999999999996,0,3,3.6000000000000001,detrator,6.1549430161004564,4.293058799613136,0
644,43,Centro-Oeste,7,50644,74.239999999999995,2,43.189999999999998,7,10,2,26.670000000000002,2,3,0,2.7000000000000002,0,7,3.8999999999999999,detrator,4.3206830044328299,3.7884985191426486,0
645,50,Centro-Oeste,15,50645,512.44000000000005,3,80.420000000000002,5,3,0,23.190000000000001,2,1,0,10,1,3,9.0999999999999996,promotor,6.2411331773615473,4.399620943074833,1
646,26,Norte,58,50646,339.89999999999998,5,29.120000000000001,6,10,2,32.350000000000001,3,3,11,3,0,7,0,detrator,5.8315891791438572,3.4051894029316929,0
647,34,Nordeste,50,50647,197.47999999999999,4,44.93,2,3,1,5.7400000000000002,1,3,3,5.2000000000000002,0,6,3.7000000000000002,detrator,5.2906883393835455,3.8271184983377022,0
648,23,Nordeste,86,50648,274.52999999999997,2,24.219999999999999,7,6,3,27.5,3,0,2,4.9000000000000004,0,3,4.9000000000000004,detrator,5.6186965155865254,3.2276373305367736,0
649,63,Nordeste,16,50649,825.63,4,19.120000000000001,2,5,3,33.979999999999997,2,1,10,5.2999999999999998,0,3,0,detrator,6.7173571946685033,3.0017143452315387,0
650,24,Centro-Oeste,96,50650,902.94000000000005,2,5.1799999999999997,8,5,4,51.799999999999997,2,2,3,2.7000000000000002,0,5,1.6000000000000001,detrator,6.8067629865080628,1.8213182714695995,0
651,24,Centro-Oeste,32,50651,479.61000000000001,3,40.159999999999997,4,5,5,40.340000000000003,2,2,2,1.8,0,6,2.3999999999999999,detrator,6.1750561304100771,3.7174669109658489,0
652,54,Sul,38,50652,722.00999999999999,3,20.329999999999998,4,5,2,43.57,1,1,4,3.6000000000000001,0,5,3.5,detrator,6.5834230533217584,3.0601145324832593,0
653,22,Centro-Oeste,32,50653,382.72000000000003,5,52.5,2,4,3,55.869999999999997,1,2,2,4.9000000000000004,0,4,4,detrator,5.9499131199497466,3.9796816539019608,0
654,50,Sudeste,72,50654,188.41,1,0.96999999999999997,5,10,4,50.420000000000002,3,2,2,3.8999999999999999,0,4,3.7999999999999998,detrator,5.2439139776686501,0.67803354274989713,0
655,67,Norte,57,50655,240.41999999999999,5,33.380000000000003,4,4,1,53.530000000000001,1,2,8,4.4000000000000004,0,5,1.7,detrator,5.4865381552729806,3.5374749999547035,0
656,27,Norte,37,50656,413.75,1,17.77,9,6,1,57.109999999999999,3,0,1,8.3000000000000007,1,1,7,neutro,6.0276759290705542,2.9322598505984176,1
657,34,Centro-Oeste,107,50657,264.22000000000003,5,19.399999999999999,7,7,4,43.659999999999997,1,3,2,0.90000000000000002,0,7,1.8,detrator,5.5805596702494533,3.0155349008501706,0
658,57,Nordeste,59,50658,378.62,5,23.109999999999999,11,12,2,42.5,2,3,4,2.6000000000000001,0,7,1.8,detrator,5.9391707523868478,3.1826266921930797,0
659,45,Norte,32,50659,769.76999999999998,4,2.71,5,11,3,56.600000000000001,3,4,1,0,0,7,1.8,detrator,6.6473900151808127,1.3110318766193438,0
660,64,Centro-Oeste,56,50660,425.30000000000001,1,31.16,8,13,3,32.520000000000003,2,1,7,1.8999999999999999,0,3,3,detrator,6.0551433237711647,3.4707234443107655,0
661,63,Sul,94,50661,381.75,3,16.699999999999999,6,12,4,27.780000000000001,1,4,2,6.4000000000000004,0,7,1,detrator,5.9473820345377932,2.8735646395797834,0
662,39,Sudeste,102,50662,465.62,1,2.6299999999999999,3,12,3,19.670000000000002,3,2,8,0,0,4,0,detrator,6.1455152219349065,1.2892326482767593,0
663,38,Sudeste,101,50663,351.56,3,37.009999999999998,1,11,4,38.780000000000001,1,0,2,5.2999999999999998,0,5,3.3999999999999999,detrator,5.8652208205337315,3.6378492830011573,0
664,64,Sul,3,50664,1118.27,1,24.390000000000001,5,9,3,55.700000000000003,3,1,2,4.4000000000000004,0,3,3.6000000000000001,detrator,7.0204319660702028,3.2343553957165869,0
665,49,Centro-Oeste,116,50665,626.83000000000004,3,15.109999999999999,10,9,5,50.740000000000002,2,2,10,0,0,7,0,detrator,6.4422694291852247,2.7794401971888831,0
666,49,Norte,50,50666,193.19999999999999,2,79.609999999999999,8,14,2,51.270000000000003,2,0,3,6.2999999999999998,0,2,6.0999999999999996,detrator,5.2688885558572247,4.3896227112955097,0
667,68,Centro-Oeste,90,50667,1117.53,2,16.170000000000002,10,8,4,13.09,1,3,5,2.2999999999999998,0,5,0,detrator,7.0197706022066102,2.843163674909384,0
668,53,Centro-Oeste,114,50668,597.88999999999999,5,2.1200000000000001,8,13,1,40.009999999999998,1,1,5,4.4000000000000004,0,4,3.7000000000000002,detrator,6.395077941852672,1.1378330018213911,0
669,48,Sudeste,104,50669,163.06999999999999,4,2.2599999999999998,6,12,4,43.479999999999997,2,2,11,0,0,4,0,detrator,5.1002931660267912,1.1817271953786161,0
670,23,Sul,92,50670,347.47000000000003,1,67.310000000000002,4,5,1,54.280000000000001,3,0,3,5.5,0,2,6.0999999999999996,detrator,5.8535521432814326,4.2240561687437577,0
671,38,Sudeste,32,50671,150.80000000000001,4,10.32,11,7,2,54.759999999999998,2,2,8,3,0,5,0,detrator,5.0225638649615298,2.4265710727750367,0
672,52,Nordeste,106,50672,542.70000000000005,1,8.2200000000000006,7,5,1,39.869999999999997,2,0,5,5.7999999999999998,0,2,6,detrator,6.2983976241518747,2.2213750375685026,0
673,31,Sudeste,5,50673,100.37,5,22.530000000000001,2,14,3,34.020000000000003,2,1,8,3.1000000000000001,0,4,1.3,detrator,4.6187771893943079,3.158276202739271,0
674,40,Centro-Oeste,71,50674,560.25,2,57.770000000000003,7,7,0,43.840000000000003,3,0,6,8.4000000000000004,1,1,6.2000000000000002,neutro,6.3301664390564643,4.0736315206245592,1
675,59,Sul,78,50675,288.58999999999997,6,59.460000000000001,7,7,4,35.219999999999999,2,2,5,0,0,6,0.80000000000000004,detrator,5.6684661295286336,4.1019819893513123,0
676,41,Sul,77,50676,471.91000000000003,6,67.890000000000001,5,13,0,42.32,1,2,3,6.5,0,2,6.5999999999999996,detrator,6.1589050955459408,4.2325110296051047,0
677,47,Norte,80,50677,681.46000000000004,6,9.4800000000000004,5,2,1,67.060000000000002,3,1,4,7.0999999999999996,0,2,4.4000000000000004,neutro,6.5257039172829874,2.349468678892896,0
678,27,Nordeste,93,50678,394.47000000000003,4,107.98,10,11,2,37.460000000000001,3,1,3,6.5999999999999996,0,2,4.5,detrator,5.9800749309805079,4.6911643791549524,0
679,22,Nordeste,80,50679,253.50999999999999,1,19.920000000000002,11,8,1,50.729999999999997,1,3,4,3.8999999999999999,0,5,2.7999999999999998,detrator,5.5393401279494832,3.0407056391967222,0
680,59,Nordeste,78,50680,306.19,2,5.9400000000000004,4,8,0,42.729999999999997,1,1,3,10,1,3,6.5,promotor,5.727466448660353,1.9373017745187131,1
681,47,Centro-Oeste,104,50681,361.85000000000002,5,5.75,6,7,1,35.43,3,1,2,6.7999999999999998,0,2,6.7000000000000002,detrator,5.8939895257241464,1.9095425048844383,0
682,24,Norte,62,50682,554.48000000000002,6,12.970000000000001,7,12,0,68.540000000000006,2,2,8,5.9000000000000004,0,7,2.3999999999999999,detrator,6.3198326048311797,2.6369121732688705,0
683,23,Nordeste,91,50683,358.56,3,3.1299999999999999,9,8,1,40.579999999999998,1,0,11,6.5999999999999996,0,2,2.2999999999999998,detrator,5.8848810617051983,1.4182774069729414,0
684,25,Norte,88,50684,414.06999999999999,2,62.039999999999999,10,11,4,44.759999999999998,2,2,9,1.1000000000000001,0,4,0,detrator,6.0284471807055162,4.1437694455496237,0
685,69,Sudeste,90,50685,623.42999999999995,6,36.270000000000003,3,9,1,44.579999999999998,1,4,6,3.8999999999999999,0,8,0.40000000000000002,detrator,6.4368392336113782,3.618188713491167,0
686,43,Nordeste,81,50686,926.03999999999996,1,50.740000000000002,7,11,2,32.369999999999997,1,1,1,3.1000000000000001,0,3,6.2999999999999998,detrator,6.8319967145809857,3.946231176757883,0
687,35,Sudeste,24,50687,93.900000000000006,6,27.219999999999999,10,10,3,34.649999999999999,3,3,8,3.7999999999999998,0,5,0,detrator,4.5528237056158822,3.340030946424668,0
